,Name,State,Category,Policy/Incentive Type,URL,Created,Last Updated
524,Anoka Municipal Utility - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1932/anoka-municipal-utility-residential-energy-efficiency-rebate-program,08/04/2006,06/27/2022
525,Wright-Hennepin Cooperative Electric Association - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2249/wright-hennepin-cooperative-electric-association-residential-energy-efficiency-rebate-program,09/20/2006,06/27/2022
526,Elk River Municipal Utilities - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1939/elk-river-municipal-utilities-residential-energy-efficiency-rebate-program,08/07/2006,06/27/2022
527,Crow Wing Power - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2288/crow-wing-power-residential-energy-efficiency-rebate-program,09/25/2006,06/27/2022
528,Stearns Electric Association - Energy Efficiency Loan Program,MN,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3434/stearns-electric-association-energy-efficiency-loan-program,06/11/2009,06/27/2022
529,Great River Energy (28 Member Cooperatives) - Energy Wise Residential Efficiency Rebates,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3339/great-river-energy-28-member-cooperatives-energy-wise-residential-efficiency-rebates,04/09/2009,06/27/2022
530,Otter Tail Power Company - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4586/otter-tail-power-company-residential-energy-efficiency-rebate-program,05/28/2006,06/27/2022
531,Marshall Municipal Utilities - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1940/marshall-municipal-utilities-residential-energy-efficiency-rebate-program,08/07/2006,06/27/2022
532,Lake City Utilities - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2543/lake-city-utilities-residential-energy-efficiency-rebate-program,05/24/2007,06/27/2022
533,Lake Country Power - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2256/lake-country-power-residential-energy-efficiency-rebate-program,09/21/2006,06/27/2022
534,Nebraska Public Power District - Go EV,NE,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22454/nebraska-public-power-district-go-ev,06/21/2022,06/22/2022
535,Delmarva - EVsmart,MD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22319/delmarva-evsmart,07/30/2021,06/21/2022
536,PEPCO - EVsmart,MD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22320/pepco-evsmart,07/30/2021,06/21/2022
537,Alternative Fuel Vehicle Rebate Program,PA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22232/alternative-fuel-vehicle-rebate-program,06/18/2021,06/21/2022
538,RG&E - Smart Energy Residential Efficiency Rebate Programs,NY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3464/rg-e-smart-energy-residential-efficiency-rebate-programs,06/19/2009,06/20/2022
539,NYSEG & RG&E - Smart Energy Residential Efficiency Rebate Programs,NY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3463/nyseg-rg-e-smart-energy-residential-efficiency-rebate-programs,06/19/2009,06/20/2022
540,EmPower New York,NY,Financial Incentive,Grant Program,https://programs.dsireusa.org/system/program/detail/2324/empower-new-york,10/06/2006,06/20/2022
541,Owatonna Public Utilities - Residential Conserve and Save Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1944/owatonna-public-utilities-residential-conserve-and-save-rebate-program,08/09/2006,06/20/2022
542,New Ulm Public Utilities - Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1943/new-ulm-public-utilities-energy-efficiency-rebate-program,08/09/2006,06/20/2022
543,Dominion Energy - ThermWise Residential Energy Efficiency Rebate Programs,ID,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5035/dominion-energy-thermwise-residential-energy-efficiency-rebate-programs,08/20/2007,06/20/2022
544,Minnkota Power Cooperative - PowerSaves Residential Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22453/minnkota-power-cooperative-powersaves-residential-rebate-program,06/18/2022,06/18/2022
545,Minnkota Power Cooperative (12 Utilities) - Value of Electricity Campaign Off-Peak Rebates,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5527/minnkota-power-cooperative-12-utilities-value-of-electricity-campaign-off-peak-rebates,08/22/2014,06/18/2022
546,Minnesota Valley Electric Cooperative -Residential Energy Resource Conservation Loan Program,MN,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2252/minnesota-valley-electric-cooperative-residential-energy-resource-conservation-loan-program,09/21/2006,06/18/2022
547,Minnesota Valley Electric Cooperative - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2251/minnesota-valley-electric-cooperative-residential-energy-efficiency-rebate-program,09/21/2006,06/18/2022
548,Saint Peter Municipal Utilities - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2586/saint-peter-municipal-utilities-residential-energy-efficiency-rebate-program,06/01/2007,06/18/2022
549,New Prague Utilities Commission - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2548/new-prague-utilities-commission-residential-energy-efficiency-rebate-program,05/24/2007,06/18/2022
550,Shakopee Public Utilities - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1947/shakopee-public-utilities-residential-energy-efficiency-rebate-program,08/10/2006,06/18/2022
551,First Electric Cooperative - Home Improvement Loans,AR,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2038/first-electric-cooperative-home-improvement-loans,08/25/2006,06/18/2022
552,"North Arkansas Electric Cooperative, Inc - Residential Energy Efficiency Loan Program",AR,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2042/north-arkansas-electric-cooperative-inc-residential-energy-efficiency-loan-program,08/25/2006,06/18/2022
553,Arkansas Oklahoma Gas (AOG) Residential Rebate Program,AR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5785/arkansas-oklahoma-gas-aog-residential-rebate-program,06/15/2015,06/18/2022
554,Union Power Cooperative - Residential Energy Efficient Heat Pump Loan Program,NC,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2118/union-power-cooperative-residential-energy-efficient-heat-pump-loan-program,09/05/2006,06/18/2022
555,Palmetto Electric Cooperative - Buried Treasure Rebate Program,SC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2099/palmetto-electric-cooperative-buried-treasure-rebate-program,08/31/2006,06/18/2022
556,Aiken Electric Cooperative Inc - Residential Water Heater Rebate Program,SC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5251/aiken-electric-cooperative-inc-residential-water-heater-rebate-program,08/02/2012,06/18/2022
557,Columbia Gas of Kentucky - Low Income Furnace Replacement Program,KY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5238/columbia-gas-of-kentucky-low-income-furnace-replacement-program,05/06/2010,06/18/2022
558,Salt River Electric - Residential Energy Efficiency Rebate Programs,KY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2306/salt-river-electric-residential-energy-efficiency-rebate-programs,09/27/2006,06/18/2022
559,Columbia Gas of Virginia - Home Savings Rebate Program,VA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4127/columbia-gas-of-virginia-home-savings-rebate-program,05/06/2010,06/18/2022
560,South Kentucky RECC - Residential Energy Efficiency Rebate Program,KY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2307/south-kentucky-recc-residential-energy-efficiency-rebate-program,09/27/2006,06/18/2022
561,South River EMC - Energy Efficient New Homes Rebate Program,NC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3796/south-river-emc-energy-efficient-new-homes-rebate-program,12/07/2009,06/18/2022
562,Alexandria Light and Power - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1930/alexandria-light-and-power-residential-energy-efficiency-rebate-program,08/04/2006,06/17/2022
563,Hutchinson Utilities Commission - Residential Energy Efficiency Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3348/hutchinson-utilities-commission-residential-energy-efficiency-program,04/16/2009,06/17/2022
564,Spring Valley Public Utilities - Residential Energy Efficiency Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2587/spring-valley-public-utilities-residential-energy-efficiency-rebate-program,06/01/2007,06/17/2022
565,Delmarva Power - Commercial and Industrial Energy Savings Program,MD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3733/delmarva-power-commercial-and-industrial-energy-savings-program,10/21/2009,06/16/2022
566,Delmarva Power - Home Performance with ENERGY STAR Incentive Program,MD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4504/delmarva-power-home-performance-with-energy-star-incentive-program,11/03/2009,06/16/2022
567,Washington Gas - Residential Rebate Program,MD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5819/washington-gas-residential-rebate-program,09/25/2015,06/16/2022
568,Austin Energy - Residential Energy Efficiency Loan Program,TX,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2012/austin-energy-residential-energy-efficiency-loan-program,08/22/2006,06/16/2022
569,Austin Energy - Weatherization Assistance Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2016/austin-energy-weatherization-assistance-program,08/23/2006,06/15/2022
570,CPS Energy - Solar Hot Water Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2797/cps-energy-solar-hot-water-rebate-program,11/13/2007,06/15/2022
571,College Station Utilities - Residential Energy Efficiency Rebate Programs,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2029/college-station-utilities-residential-energy-efficiency-rebate-programs,08/24/2006,06/15/2022
572,MidAmerican Energy (Gas) - Residential Energy Efficiency Rebate Programs,NE,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4193/midamerican-energy-gas-residential-energy-efficiency-rebate-programs,06/03/2010,06/15/2022
573,Peoples Gas - Residential Rebate Program,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5233/peoples-gas-residential-rebate-program,01/28/2009,06/15/2022
574,Peoples Gas - Single Family Direct Install,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5403/peoples-gas-single-family-direct-install,03/27/2013,06/15/2022
575,MidAmerican Energy - Residential Energy Efficiency Rebate Programs,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3507/midamerican-energy-residential-energy-efficiency-rebate-programs,07/14/2009,06/15/2022
576,El Paso Electric Company - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3838/el-paso-electric-company-residential-energy-efficiency-rebate-program,12/15/2009,06/15/2022
577,Texas Gas Service - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1536/texas-gas-service-residential-energy-efficiency-rebate-program,05/29/2006,06/15/2022
578,NV Energy (Northern Nevada) - Residential Energy Efficiency Rebate Program,NV,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3138/nv-energy-northern-nevada-residential-energy-efficiency-rebate-program,11/17/2008,06/14/2022
579,SMUD - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1916/smud-residential-energy-efficiency-rebate-program,08/02/2006,06/14/2022
580,Shrewsbury Electric - Residential Energy Efficiency Rebate Program,MA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1929/shrewsbury-electric-residential-energy-efficiency-rebate-program,08/04/2006,06/14/2022
581,Marblehead Municipal Light Department - Residential Energy Efficiency Rebate Program,MA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1812/marblehead-municipal-light-department-residential-energy-efficiency-rebate-program,07/19/2006,06/14/2022
582,United Cooperative Services - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2084/united-cooperative-services-residential-energy-efficiency-rebate-program,08/29/2006,06/14/2022
583,EWEB - Residential Energy Efficiency Loan Programs,OR,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2158/eweb-residential-energy-efficiency-loan-programs,09/14/2006,06/14/2022
584,Guadalupe Valley Electric Cooperative - Residential Energy Efficiency Rebate Programs,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3322/guadalupe-valley-electric-cooperative-residential-energy-efficiency-rebate-programs,03/31/2009,06/14/2022
585,EWEB - Residential Energy Efficiency Rebate Programs,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2157/eweb-residential-energy-efficiency-rebate-programs,09/14/2006,06/14/2022
586,Lumbee River EMC - Residential Energy Efficiency Loan Program,NC,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2122/lumbee-river-emc-residential-energy-efficiency-loan-program,09/05/2006,06/14/2022
587,Four-County EMC - Residential Energy Efficiency Loan Program,NC,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3319/four-county-emc-residential-energy-efficiency-loan-program,03/27/2009,06/14/2022
588,NextZero - Offered by 21 Utilities through the MMWEC,MA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3217/nextzero-offered-by-21-utilities-through-the-mmwec,01/15/2009,06/14/2022
589,Kootenai Electric Cooperative - Residential Efficiency Rebate Program,ID,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2453/kootenai-electric-cooperative-residential-efficiency-rebate-program,03/19/2007,06/13/2022
590,Idaho Power - Residential Energy Efficiency Rebate Programs,ID,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3135/idaho-power-residential-energy-efficiency-rebate-programs,11/13/2008,06/13/2022
591,NYSERDA – Buildings of Excellence Competition Early Design Support  (RFP 3925 – RD3-D),NY,Financial Incentive,Grant Program,https://programs.dsireusa.org/system/program/detail/22447/nyserda-buildings-of-excellence-competition-early-design-support-rfp-3925-rd3-d,06/11/2022,06/13/2022
592,Four-County EMC - Residential Energy Efficiency Rebate Program,NC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3320/four-county-emc-residential-energy-efficiency-rebate-program,03/27/2009,06/10/2022
593,Tideland EMC - Weatherization Loan Program,NC,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2443/tideland-emc-weatherization-loan-program,03/15/2007,06/10/2022
594,Piedmont EMC - Residential Solar and Energy Efficiency Loan Program,NC,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/4554/piedmont-emc-residential-solar-and-energy-efficiency-loan-program,01/12/2011,06/10/2022
595,Piedmont EMC - Rate Discount for Energy Star Homes,NC,Financial Incentive,Utility Rate Discount,https://programs.dsireusa.org/system/program/detail/2120/piedmont-emc-rate-discount-for-energy-star-homes,09/05/2006,06/10/2022
596,"Biogas, Solar, and Wind Energy Equipment Exemption",WI,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/178/biogas-solar-and-wind-energy-equipment-exemption,01/01/2000,06/10/2022
597,Pee Dee Electric Cooperative - Energy Resource Conservation Loan Program,SC,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2097/pee-dee-electric-cooperative-energy-resource-conservation-loan-program,08/31/2006,06/10/2022
598,York Electric Cooperative - Dual Fuel Heat Pump Rebate Program,SC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3607/york-electric-cooperative-dual-fuel-heat-pump-rebate-program,08/12/2009,06/10/2022
599,Blue Ridge Electric Cooperative - Heat Pump Loan Program,SC,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2101/blue-ridge-electric-cooperative-heat-pump-loan-program,08/31/2006,06/10/2022
600,Blue Ridge Electric Cooperative - Residential Water Heater Rebate,SC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5795/blue-ridge-electric-cooperative-residential-water-heater-rebate,07/01/2015,06/10/2022
601,Berkeley Electric Cooperative - Energy Efficiency Loan Programs,SC,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2193/berkeley-electric-cooperative-energy-efficiency-loan-programs,09/15/2006,06/10/2022
602,Berkeley Electric Cooperative - Energy Efficiency Rebate Program,SC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3344/berkeley-electric-cooperative-energy-efficiency-rebate-program,01/01/2009,06/10/2022
603,Renewable Energy Equipment Exemption,IA,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/56/renewable-energy-equipment-exemption,01/01/2000,06/10/2022
604,Property Tax Exemption for Renewable Energy Systems,IA,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/184/property-tax-exemption-for-renewable-energy-systems,01/01/2000,06/10/2022
605,DEMEC Member Utilities - Efficiency Smart Residential Program,DE,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22443/demec-member-utilities-efficiency-smart-residential-program,06/10/2022,06/10/2022
606,American Municipal Power (Public Electric Utilities) - Efficiency Smart Residential Program,OH,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4845/american-municipal-power-public-electric-utilities-efficiency-smart-residential-program,05/24/2011,06/10/2022
607,Renewable Energy Property Tax Exemption,KS,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/75/renewable-energy-property-tax-exemption,01/01/2000,06/07/2022
608,Holy Cross Energy - Renewable Energy Rebate Program,CO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/389/holy-cross-energy-renewable-energy-rebate-program,05/17/2005,06/07/2022
609,City of High Point Electric - Residential Energy Efficiency Rebate Program,NC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3622/city-of-high-point-electric-residential-energy-efficiency-rebate-program,08/20/2009,06/06/2022
610,Randolph EMC - ElecTel Energy Efficiency Loan Program,NC,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/22437/randolph-emc-electel-energy-efficiency-loan-program,06/06/2022,06/06/2022
611,Piedmont Natural Gas - Residential Equipment Efficiency Program,NC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4125/piedmont-natural-gas-residential-equipment-efficiency-program,05/06/2010,06/06/2022
612,Jones-Onslow EMC - Residential Energy Efficiency Rebate Program,NC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5248/jones-onslow-emc-residential-energy-efficiency-rebate-program,08/02/2012,06/06/2022
613,City of New Bern Electric Department - Residential Energy Efficiency Rebate Program,NC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2006/city-of-new-bern-electric-department-residential-energy-efficiency-rebate-program,08/21/2006,06/06/2022
614,City of Concord Electric Department - Residential Energy Efficiency Rebate Program,NC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5153/city-of-concord-electric-department-residential-energy-efficiency-rebate-program,04/09/2012,06/06/2022
615,City of Statesville Electric Utility Department - Residential Energy Efficiency Rebate Program,NC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2007/city-of-statesville-electric-utility-department-residential-energy-efficiency-rebate-program,08/21/2006,06/03/2022
616,City of Lompoc Utilities - Commercial Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1665/city-of-lompoc-utilities-commercial-energy-efficiency-rebate-program,06/26/2006,06/03/2022
617,City of Lompoc Utilities - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1663/city-of-lompoc-utilities-residential-energy-efficiency-rebate-program,06/26/2006,06/03/2022
618,Local Option - Residential Property Tax Exemption for Solar,VA,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/85/local-option-residential-property-tax-exemption-for-solar,01/01/2000,06/03/2022
619,Lassen Municipal Utility District - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1718/lassen-municipal-utility-district-residential-energy-efficiency-rebate-program,07/07/2006,06/03/2022
620,Renewable Energy Property Tax Exemption,ND,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/160/renewable-energy-property-tax-exemption,01/01/2000,06/03/2022
621,Monmouth Power & Light - Residential Energy Efficiency Program,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3337/monmouth-power-light-residential-energy-efficiency-program,04/08/2009,06/03/2022
622,Santee Cooper - Rooftop Solar Rebate Program,SC,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/21862/santee-cooper-rooftop-solar-rebate-program,02/02/2017,06/03/2022
623,Solar Electric Incentive Program,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/936/solar-electric-incentive-program,06/01/2003,06/03/2022
624,Salem Electric - Photovoltaic Rebate Program,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3557/salem-electric-photovoltaic-rebate-program,01/01/2009,06/03/2022
625,EWEB - Solar Electric Program (Rebate),OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2526/eweb-solar-electric-program-rebate,05/15/2007,06/03/2022
626,Central Lincoln People's Utility District - Renewable Energy Incentive Program,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5377/central-lincoln-people-s-utility-district-renewable-energy-incentive-program,02/15/2013,06/03/2022
627,Ashland Electric Utility - Photovoltaic Rebate Program,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/421/ashland-electric-utility-photovoltaic-rebate-program,07/11/2001,06/03/2022
628,Douglas Electric Cooperative - Residential Energy Efficiency Rebate Program,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2489/douglas-electric-cooperative-residential-energy-efficiency-rebate-program,04/18/2007,06/03/2022
629,Idaho Power - Residential Energy Efficiency Rebate Programs,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3134/idaho-power-residential-energy-efficiency-rebate-programs,11/13/2008,06/02/2022
630,Tillamook County PUD - Residential Energy Efficiency Loan Program,OR,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3390/tillamook-county-pud-residential-energy-efficiency-loan-program,05/19/2009,06/02/2022
631,Tillamook County PUD - Residential Energy Efficiency Rebate Program,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2185/tillamook-county-pud-residential-energy-efficiency-rebate-program,09/15/2006,06/02/2022
632,SMUD - Commercial Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1917/smud-commercial-energy-efficiency-rebate-program,08/02/2006,06/02/2022
633,Solar Renewable Energy Credits,DC,Financial Incentive,Solar Renewable Energy Credit Program,https://programs.dsireusa.org/system/program/detail/5686/solar-renewable-energy-credits,02/20/2015,06/02/2022
634,Solar Energy System and Cogeneration System Personal Property Tax Credit,DC,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/5245/solar-energy-system-and-cogeneration-system-personal-property-tax-credit,08/02/2012,06/02/2022
635,California Solar Initiative - Single-Family Affordable Solar Housing (SASH) Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3673/california-solar-initiative-single-family-affordable-solar-housing-sash-program,09/16/2009,06/02/2022
636,Central Lincoln People's Utility District - Residential Energy Efficiency Rebate Programs,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3629/central-lincoln-people-s-utility-district-residential-energy-efficiency-rebate-programs,08/25/2009,06/02/2022
637,Central Electric Cooperative - Residential Energy Efficiency Rebate Programs,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2318/central-electric-cooperative-residential-energy-efficiency-rebate-programs,10/03/2006,06/02/2022
638,Lane Electric Cooperative - Commercial/Residential Weatherization & Energy Efficiency Grant Program,OR,Financial Incentive,Grant Program,https://programs.dsireusa.org/system/program/detail/2469/lane-electric-cooperative-commercial-residential-weatherization-energy-efficiency-grant-program,03/29/2007,06/02/2022
639,Springfield Utility Board - Residential Energy Efficiency Rebate Program,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3391/springfield-utility-board-residential-energy-efficiency-rebate-program,05/20/2009,06/02/2022
640,Springfield Utility Board - Residential Energy Efficiency Loan Program,OR,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2166/springfield-utility-board-residential-energy-efficiency-loan-program,09/14/2006,06/02/2022
641,Pacific Power - Residential wattsmart Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2416/pacific-power-residential-wattsmart-program,03/07/2007,06/02/2022
642,Midstate Electric Cooperative - Residential Conservation Rebates,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1296/midstate-electric-cooperative-residential-conservation-rebates,03/13/2006,06/01/2022
643,Baltimore Gas & Electric Company - Residential Energy Efficiency Rebate Program,MD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3286/baltimore-gas-electric-company-residential-energy-efficiency-rebate-program,02/26/2009,06/01/2022
644,KIUC - Solar Water Heating Rebate Program,HI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/598/kiuc-solar-water-heating-rebate-program,06/22/2001,06/01/2022
645,KIUC - Solar Water Heating Loan Program,HI,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/597/kiuc-solar-water-heating-loan-program,06/22/2001,06/01/2022
646,Golden Valley Electric Association - Sustainable Natural Alternative Power (SNAP) Program,AK,Financial Incentive,Performance-Based Incentive,https://programs.dsireusa.org/system/program/detail/1264/golden-valley-electric-association-sustainable-natural-alternative-power-snap-program,12/13/2005,06/01/2022
647,Cleco Power - Power Miser New Home Program,LA,Financial Incentive,Utility Rate Discount,https://programs.dsireusa.org/system/program/detail/1471/cleco-power-power-miser-new-home-program,05/08/2006,06/01/2022
648,AEP (SWEPCO) - Efficient Products Rebates Program,LA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5822/aep-swepco-efficient-products-rebates-program,09/28/2015,06/01/2022
649,Cleco- Power Wise™ Residential Program,LA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5831/cleco-power-wise-residential-program,10/22/2015,06/01/2022
650,Ashland Electric Utility - New Construction Residential Energy Efficiency Rebate Program,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22430/ashland-electric-utility-new-construction-residential-energy-efficiency-rebate-program,06/01/2022,06/01/2022
651,Pacific Power - Residential Energy Efficiency Rebate Programs,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3325/pacific-power-residential-energy-efficiency-rebate-programs,04/01/2009,06/01/2022
