,Name,State,Category,Policy/Incentive Type,URL,Created,Last Updated
652,"Consumers Power, Inc - Residential Energy Efficiency Rebate Program",OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2475/consumers-power-inc-residential-energy-efficiency-rebate-program,04/04/2007,05/31/2022
653,North Shore Gas - Commercial & Industrial Prescriptive Rebate Program,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4197/north-shore-gas-commercial-industrial-prescriptive-rebate-program,06/08/2010,05/31/2022
654,Peoples Gas - Commercial & Industrial Prescriptive Rebate Program,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3235/peoples-gas-commercial-industrial-prescriptive-rebate-program,01/28/2009,05/31/2022
655,SCE - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4377/sce-residential-energy-efficiency-rebate-program,05/03/2006,05/31/2022
656,SCE - Multi-Family Residential Energy Efficiency Programs,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1459/sce-multi-family-residential-energy-efficiency-programs,05/03/2006,05/31/2022
657,North Shore Gas - Home Energy Jumpstart Program,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5402/north-shore-gas-home-energy-jumpstart-program,03/27/2013,05/31/2022
658,North Shore Gas - Residential Rebate Program,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5235/north-shore-gas-residential-rebate-program,06/08/2010,05/31/2022
659,Nicor Gas - Commercial Energy Efficiency Rebates,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4130/nicor-gas-commercial-energy-efficiency-rebates,05/06/2010,05/27/2022
660,Ameren Illinois (Electric) - Residential Energy Efficiency Incentives,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3171/ameren-illinois-electric-residential-energy-efficiency-incentives,12/10/2008,05/27/2022
661,Corn Belt Energy Coop - Residential Energy Efficiency Rebate Program,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4234/corn-belt-energy-coop-residential-energy-efficiency-rebate-program,06/29/2010,05/27/2022
662,ComEd - Energy Efficiency Program for Residential,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3166/comed-energy-efficiency-program-for-residential,12/08/2008,05/27/2022
663,SoCalGas - Non-Residential On-Bill Financing Program,CA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/2513/socalgas-non-residential-on-bill-financing-program,05/03/2007,05/26/2022
664,"Residential On-Bill Financing Programs - Nicor Gas, North Shore Gas, Peoples Gas, Ameren and ComEd",IL,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/5152/residential-on-bill-financing-programs-nicor-gas-north-shore-gas-peoples-gas-ameren-and-comed,04/05/2012,05/26/2022
665,SoCalGas - Residential Energy Efficiency Rebate Programs,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1461/socalgas-residential-energy-efficiency-rebate-programs,05/03/2006,05/26/2022
666,SCE - Non-Residential On-Bill Financing Program,CA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/4250/sce-non-residential-on-bill-financing-program,07/13/2010,05/26/2022
667,Wabash Valley Power Association (23 Member Cooperatives) - Residential Energy Efficiency Program,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5137/wabash-valley-power-association-23-member-cooperatives-residential-energy-efficiency-program,02/22/2012,05/26/2022
668,City Water Light and Power - Residential Energy Efficiency Rebate Programs,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1786/city-water-light-and-power-residential-energy-efficiency-rebate-programs,07/13/2006,05/25/2022
669,Ameren Illinois (Electric & Gas) - Multi-Family Properties Energy Efficiency Incentives,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3816/ameren-illinois-electric-gas-multi-family-properties-energy-efficiency-incentives,12/09/2009,05/25/2022
670,ComEd -Energy Efficiency Program For Businesses,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3074/comed-energy-efficiency-program-for-businesses,09/19/2008,05/25/2022
671,South Jersey Gas - Residential Energy Efficiency Rebate Program,NJ,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2615/south-jersey-gas-residential-energy-efficiency-rebate-program,06/25/2007,05/25/2022
672,South Jersey Gas - Residential Loan Program,NJ,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1465/south-jersey-gas-residential-loan-program,05/07/2006,05/25/2022
673,Ashland Electric Utility - Residential Energy Efficiency Rebate Programs,OR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1128/ashland-electric-utility-residential-energy-efficiency-rebate-programs,08/24/2006,05/25/2022
674,Modesto Irrigation District - Residential Electric Vehicle Charger Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22428/modesto-irrigation-district-residential-electric-vehicle-charger-rebate-program,05/25/2022,05/25/2022
675,Modesto Irrigation District - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1882/modesto-irrigation-district-residential-energy-efficiency-rebate-program,07/28/2006,05/25/2022
676,PG&E - Multifamily Residential Energy Savings Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4257/pg-e-multifamily-residential-energy-savings-rebate-program,07/16/2010,05/25/2022
677,Anaheim Public Utilities - Residential Home Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1614/anaheim-public-utilities-residential-home-efficiency-rebate-program,06/19/2006,05/25/2022
678,LADWP - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1867/ladwp-residential-energy-efficiency-rebate-program,07/27/2006,05/24/2022
679,Farmers Electric Cooperative - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2091/farmers-electric-cooperative-residential-energy-efficiency-rebate-program,08/30/2006,05/24/2022
680,Pasadena Water and Power - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1889/pasadena-water-and-power-residential-energy-efficiency-rebate-program,07/28/2006,05/24/2022
681,Garland Power & Light - EnergySaver Solar Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5858/garland-power-light-energysaver-solar-rebate-program,02/08/2016,05/24/2022
682,Bryan Texas Utilities - SmartHOME Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5411/bryan-texas-utilities-smarthome-residential-energy-efficiency-rebate-program,05/07/2013,05/23/2022
683,Riverside Public Utilities - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1896/riverside-public-utilities-residential-energy-efficiency-rebate-program,07/31/2006,05/23/2022
684,Denton Municipal Electric - Residential GreenSense Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2039/denton-municipal-electric-residential-greensense-energy-efficiency-rebate-program,08/25/2006,05/23/2022
685,New Braunfels Utilities - Energy Efficiency and Water Conservation Rebate Programs,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3630/new-braunfels-utilities-energy-efficiency-and-water-conservation-rebate-programs,08/25/2009,05/23/2022
686,Anaheim Public Utilities - Commercial Energy Efficiency Rebate Programs,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1615/anaheim-public-utilities-commercial-energy-efficiency-rebate-programs,06/19/2006,05/23/2022
687,Truckee Donner Public Utility District - Energy Conservation Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1925/truckee-donner-public-utility-district-energy-conservation-rebate-program,08/03/2006,05/23/2022
688,Turlock Irrigation District - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1926/turlock-irrigation-district-residential-energy-efficiency-rebate-program,08/03/2006,05/23/2022
689,Brownsville Public Utilities Board - Residential/Small Commercial Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5254/brownsville-public-utilities-board-residential-small-commercial-rebate-program,08/02/2012,05/23/2022
690,CPS Energy - New Residential Construction Incentives,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4789/cps-energy-new-residential-construction-incentives,04/22/2011,05/23/2022
691,AEP (Central and SWEPCO) - Coolsaver A/C Tune Up or Replacement,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4594/aep-central-and-swepco-coolsaver-a-c-tune-up-or-replacement,12/14/2009,05/20/2022
692,Burbank Water & Power - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1659/burbank-water-power-residential-energy-efficiency-rebate-program,06/26/2006,05/20/2022
693,CenterPoint Energy - Residential and Hard-to-Reach Energy Efficiency Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2650/centerpoint-energy-residential-and-hard-to-reach-energy-efficiency-program,07/31/2007,05/20/2022
694,Burbank Water and Power - LEED Certification Incentive Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22066/burbank-water-and-power-leed-certification-incentive-program,02/20/2019,05/20/2022
695,Lodi Electric Utility - Commercial Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4583/lodi-electric-utility-commercial-energy-efficiency-rebate-program,07/19/2006,05/20/2022
696,Lodi Electric Utility - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1810/lodi-electric-utility-residential-energy-efficiency-rebate-program,07/19/2006,05/20/2022
697,Plumas-Sierra REC - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2289/plumas-sierra-rec-residential-energy-efficiency-rebate-program,09/25/2006,05/20/2022
698,Wellesley Municipal Light Plant - Residential Energy Efficiency Rebate Program,MA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4807/wellesley-municipal-light-plant-residential-energy-efficiency-rebate-program,05/05/2011,05/20/2022
699,City of Palo Alto Utilities - Residential Energy Efficiency Rebate Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1686/city-of-palo-alto-utilities-residential-energy-efficiency-rebate-program,06/27/2006,05/20/2022
700,CenterPoint Energy Advanced Residential Lighting Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5744/centerpoint-energy-advanced-residential-lighting-program,04/28/2015,05/20/2022
701,AEP (SWEPCO) - Residential Energy Efficiency Programs,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5126/aep-swepco-residential-energy-efficiency-programs,09/29/2010,05/20/2022
702,Xcel Energy - Residential and Hard-to-Reach Standard Offer Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1593/xcel-energy-residential-and-hard-to-reach-standard-offer-program,06/12/2006,05/20/2022
703,CPS Energy (Electric) - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2036/cps-energy-electric-residential-energy-efficiency-rebate-program,08/25/2006,05/19/2022
704,AEP SWEPCO - Residential Energy Efficiency Rebate Programs,AR,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3642/aep-swepco-residential-energy-efficiency-rebate-programs,08/27/2009,05/19/2022
